instance_id,db,dialect,n_gold,n_pred,n_tables_db,hit,recall,precision,strict,anchor_hit,max_gold_rank,ms,missed
bq011,ga4,bigquery,1,1,1,1,1.000,1.000,1,1,1,1532.0,
bq010,ga360,bigquery,1,1,1,1,1.000,1.000,1,1,1,29.6,
bq009,ga360,bigquery,1,1,1,1,1.000,1.000,1,1,1,28.9,
bq001,ga360,bigquery,1,1,1,1,1.000,1.000,1,1,1,27.9,
bq002,ga360,bigquery,1,1,1,1,1.000,1.000,1,1,1,33.9,
bq003,ga360,bigquery,1,1,1,1,1.000,1.000,1,1,1,29.3,
bq004,ga360,bigquery,1,1,1,1,1.000,1.000,1,1,1,28.5,
bq008,ga360,bigquery,1,1,1,1,1.000,1.000,1,1,1,29.5,
bq269,ga360,bigquery,1,1,1,1,1.000,1.000,1,1,1,13.9,
bq268,ga360,bigquery,1,1,1,1,1.000,1.000,1,1,1,13.3,
bq270,ga360,bigquery,1,1,1,1,1.000,1.000,1,1,1,19.9,
bq275,ga360,bigquery,1,1,1,1,1.000,1.000,1,1,1,12.8,
bq374,ga360,bigquery,1,1,1,1,1.000,1.000,1,1,1,14.8,
sf_bq029,PATENTS,snowflake,1,3,3,1,1.000,0.333,1,1,1,12.3,
sf_bq026,PATENTS,snowflake,1,3,3,1,1.000,0.333,1,1,1,7.1,
sf_bq091,PATENTS,snowflake,1,3,3,1,1.000,0.333,1,1,1,6.0,
sf_bq099,PATENTS,snowflake,1,3,3,1,1.000,0.333,1,1,1,7.2,
sf_bq033,PATENTS,snowflake,1,3,3,1,1.000,0.333,1,1,1,6.7,
sf_bq209,PATENTS,snowflake,1,3,3,1,1.000,0.333,1,1,1,7.9,
sf_bq027,PATENTS,snowflake,1,3,3,1,1.000,0.333,1,1,1,6.8,
sf_bq210,PATENTS,snowflake,1,3,3,1,1.000,0.333,1,1,1,6.0,
sf_bq211,PATENTS,snowflake,1,3,3,1,1.000,0.333,1,1,1,6.7,
sf_bq213,PATENTS,snowflake,1,3,3,1,1.000,0.333,1,1,1,29.0,
sf_bq212,PATENTS,snowflake,1,3,3,1,1.000,0.333,1,1,1,30.8,
sf_bq214,PATENTS_GOOGLE,snowflake,2,4,4,2,1.000,0.500,1,1,2,38.8,
sf_bq216,PATENTS_GOOGLE,snowflake,2,4,4,2,1.000,0.500,1,1,2,36.0,
sf_bq247,PATENTS_GOOGLE,snowflake,2,4,4,2,1.000,0.500,1,1,2,11.0,
sf_bq127,PATENTS_GOOGLE,snowflake,2,4,4,2,1.000,0.500,1,1,2,10.7,
sf_bq215,PATENTS,snowflake,1,3,3,1,1.000,0.333,1,1,1,35.1,
sf_bq222,PATENTS,snowflake,2,3,3,2,1.000,0.667,1,1,2,20.1,
sf_bq221,PATENTS,snowflake,2,3,3,2,1.000,0.667,1,1,2,19.9,
sf_bq223,PATENTS,snowflake,2,3,3,2,1.000,0.667,1,1,2,65.8,
sf_bq420,PATENTS_USPTO,snowflake,3,20,46,2,0.667,0.100,0,0,44,50.3,patents_uspto.uspto_oce_office_actions.match_app
sf_bq207,PATENTS_USPTO,snowflake,3,20,46,2,0.667,0.100,0,0,27,30.1,patents_uspto.uspto_oce_assignment.match
sf_bq128,PATENTSVIEW,snowflake,4,20,59,4,1.000,0.200,1,0,20,65.5,
sf_bq246,PATENTSVIEW,snowflake,3,20,59,3,1.000,0.150,1,1,6,20.8,
sf_bq052,PATENTSVIEW,snowflake,5,20,59,5,1.000,0.250,1,0,18,21.9,
sf_bq036,GITHUB_REPOS,snowflake,2,6,6,2,1.000,0.333,1,0,6,9.2,
sf_bq100,GITHUB_REPOS,snowflake,1,6,6,1,1.000,0.167,1,1,1,5.6,
sf_bq101,GITHUB_REPOS,snowflake,1,6,6,1,1.000,0.167,1,1,1,6.7,
sf_bq182,GITHUB_REPOS_DATE,snowflake,2,9,9,2,1.000,0.222,1,0,9,10.3,
sf_bq217,GITHUB_REPOS_DATE,snowflake,2,9,9,2,1.000,0.222,1,0,9,5.8,
sf_bq191,GITHUB_REPOS_DATE,snowflake,3,9,9,3,1.000,0.333,1,0,9,5.8,
sf_bq224,GITHUB_REPOS_DATE,snowflake,2,9,9,2,1.000,0.222,1,0,8,5.7,
sf_bq192,GITHUB_REPOS_DATE,snowflake,3,9,9,3,1.000,0.333,1,0,8,7.7,
sf_bq225,GITHUB_REPOS,snowflake,2,6,6,2,1.000,0.333,1,1,2,7.9,
sf_bq180,GITHUB_REPOS,snowflake,2,6,6,2,1.000,0.333,1,1,2,4.6,
sf_bq233,GITHUB_REPOS,snowflake,2,6,6,2,1.000,0.333,1,1,3,4.7,
sf_bq248,GITHUB_REPOS,snowflake,3,6,6,3,1.000,0.500,1,1,3,4.5,
sf_bq193,GITHUB_REPOS,snowflake,3,6,6,3,1.000,0.500,1,0,3,5.4,
sf_bq295,GITHUB_REPOS_DATE,snowflake,3,9,9,3,1.000,0.333,1,0,7,6.2,
sf_bq249,GITHUB_REPOS,snowflake,1,6,6,1,1.000,0.167,1,0,2,4.9,
sf_bq375,GITHUB_REPOS,snowflake,1,6,6,1,1.000,0.167,1,1,1,4.3,
sf_bq255,GITHUB_REPOS,snowflake,3,6,6,3,1.000,0.500,1,1,3,4.6,
sf_bq194,GITHUB_REPOS,snowflake,2,6,6,2,1.000,0.333,1,1,2,4.5,
sf_bq377,GITHUB_REPOS,snowflake,1,6,6,1,1.000,0.167,1,1,1,4.1,
sf_bq359,GITHUB_REPOS,snowflake,2,6,6,2,1.000,0.333,1,1,2,4.2,
sf_bq252,GITHUB_REPOS,snowflake,2,6,6,2,1.000,0.333,1,1,2,4.2,
sf_bq251,PYPI,snowflake,2,2,2,2,1.000,1.000,1,1,2,12.1,
bq019,cms_data,bigquery,1,10,38,1,1.000,0.100,1,1,2,56.2,
bq234,cms_data,bigquery,1,10,38,1,1.000,0.100,1,1,2,33.5,
bq235,cms_data,bigquery,2,11,38,2,1.000,0.182,1,1,4,36.5,
